Image,Theme,Category,Source,Valence_mean,Valence_SD,Valence_N,Arousal_mean,Arousal_SD,Arousal_N,Valence_mean_men,Valence_SD_men,Valence_N_men,Valence_mean_women,Valence_SD_women,Valence_N_women,Arousal_mean_men,Arousal_SD_men,Arousal_N_men,Arousal_mean_women,Arousal_SD_women,Arousal_N_women,Valence_gender_difference
44,Bar_1,Scene,Pixabay,4.90196078431373,1.18162334989673,102,3.45544554455446,1.6032763484518,101,5.068181818,1.02066388,44,4.775862069,1.284770489,58,3.744680851,1.594393508,47,3.173076923,1.605397194,52,0.2923197489999998
45,Bar_2,Scene,Pixabay,4.75247524752475,1.02377673927531,101,3.78640776699029,1.74136798510451,103,4.75862069,0.978906386,58,4.744186047,1.0931175,43,4.12244898,1.628299894,49,3.471698113,1.814511733,53,0.014434642999999525
50,Bark_2,Object,Pixabay,4.25925925925926,0.857843093623741,108,2.11538461538462,1.45687317989085,104,4.228070175,0.906672564,57,4.294117647,0.807319457,51,2.183673469,1.467331327,49,2.054545455,1.458286435,55,0.06604747200000016
52,Bark_4,Object,Pixabay,4.23762376237624,0.736865182397501,101,2.24271844660194,1.50467258778151,103,4.25862069,0.784953789,58,4.209302326,0.674647687,43,2.367346939,1.536959628,49,2.150943396,1.48578167,53,0.04931836399999945
59,Beach_1,Scene,Pixabay,6.36633663366337,0.845254663130914,101,4.7378640776699,1.69173982290505,103,6.224137931,0.918486617,58,6.558139535,0.700419112,43,4.612244898,1.469358229,49,4.849056604,1.895300123,53,0.334001604
60,Beach_2,Scene,Pixabay,6.32352941176471,0.935141909132241,102,4.13861386138614,1.86563502845705,101,6.088888889,1.062206585,45,6.5,0.786245393,56,4.020408163,1.725903096,49,4.25,1.998774134,52,0.4111111110000003
75,Bird_2,Animal,Pixabay,5.47524752475248,1.1008547534161,101,3.69902912621359,1.54561334647136,103,5.310344828,1.012325732,58,5.697674419,1.185927078,43,3.673469388,1.625163519,49,3.698113208,1.488221779,53,0.3873295910000003
77,Bird_4,Animal,Pixabay,5.54901960784314,1.06824044258588,102,3.57425742574257,1.73405037212571,101,5.244444444,1.069314894,45,5.785714286,1.021839441,56,3.326530612,1.625163519,49,3.807692308,1.815385894,52,0.5412698420000002
79,Birthday_1,Scene,Pixabay,5.7843137254902,0.950533471688317,102,3.45544554455446,1.63416493950426,101,5.511111111,0.894991677,45,6,0.953462589,56,3.142857143,1.527525232,49,3.75,1.690515642,52,0.48888888900000005
81,Birthday_3,Scene,Pixabay,5.56862745098039,1.04842931953035,102,3.42574257425743,1.51885835187792,101,5.333333333,1.066003582,45,5.767857143,1.008889064,56,3.367346939,1.509606427,49,3.480769231,1.540185685,52,0.43452380999999995
103,Bungee_jumping_3,Person,Flickr/Eric Chan,5.11111111111111,1.36260699371266,108,4.35576923076923,1.68326006638395,104,5.105263158,1.397500454,57,5.117647059,1.336369093,51,3.87755102,1.666241442,49,4.781818182,1.595025938,55,0.012383901000000641
164,Cliff_diver_2,Person,Wikipedia,5.10891089108911,1.05736455491008,101,4.0873786407767,1.63962451534003,103,5.034482759,0.990578729,58,5.209302326,1.145553298,43,4.020408163,1.574401949,49,4.169811321,1.717957744,53,0.17481956700000012
167,Cockroach_2,Animal,Pixabay,2.26470588235294,1.29680850123522,102,4.10891089108911,2.16749159213599,101,2.340909091,1.256484239,44,2.206896552,1.334542706,58,3.446808511,1.987006823,47,4.807692308,2.114733206,52,0.13401253899999999
169,Cockroach_4,Animal,Pixabay,2.2843137254902,1.23783147160143,102,3.94059405940594,2.08720761870121,101,2.363636364,1.12251605,44,2.224137931,1.325103153,58,3.361702128,1.949643579,47,4.557692308,2.042811035,52,0.13949843299999998
246,Doctor_5,Person,Pixabay,3.6831683168316798,1.05764543273544,101,3.64077669902913,1.73688005688383,103,3.793103448,1.055621887,58,3.534883721,1.054442692,43,3.571428571,1.707825128,49,3.716981132,1.790760029,53,0.2582197270000002
250,Doctor_9,Person,Pixabay,3.67647058823529,1.1953852248376,102,4.10891089108911,1.49600127071477,101,3.704545455,0.904241824,44,3.655172414,1.383508433,58,3.978723404,1.436925487,47,4.307692308,1.502135232,52,0.04937304099999995
252,Dog_2,Animal,Pixabay,5.9009900990099,1.03445590041383,101,4.39805825242718,1.63503196482061,103,5.706896552,1.059768606,58,6.162790698,0.949441755,43,4.265306122,1.538065752,49,4.509433962,1.738950186,53,0.45589414600000033
265,Dog_15,Animal,Wikipedia,3.43137254901961,1.74350167692974,102,3.93069306930693,1.81249786616467,101,3.511111111,1.687146895,45,3.410714286,1.786584204,56,3.795918367,1.881705696,49,4.057692308,1.753578543,52,0.1003968249999998
270,Dog_20,Animal,Pixabay,5.9009900990099,0.943450586888889,101,4.19417475728155,1.63334285167605,103,5.689655172,0.940453354,58,6.186046512,0.879821788,43,4.081632653,1.511576642,49,4.283018868,1.758248238,53,0.49639133999999974
275,Dog_25,Animal,Flickr/InkHong,3.4537037037037,1.53089222814402,108,4.05769230769231,1.79441919682131,104,3.666666667,1.573591585,57,3.215686275,1.460324971,51,3.612244898,1.705583069,49,4.454545455,1.793178244,55,0.45098039199999995
309,Feces_1,Object,Wikipedia,2.13725490196078,1.03444839355868,102,3.06930693069307,1.94554581412299,101,2.204545455,1.152944571,44,2.086206897,0.941899588,58,2.893617021,1.747470751,47,3.288461538,2.117495176,52,0.11833855800000004
310,Feces_2,Object,Wikipedia,2.00980392156863,1.02922731797387,102,3.52475247524752,2.05715366176638,101,2.222222222,1.063632047,45,1.857142857,0.980325946,56,3.142857143,2.121320344,49,3.884615385,1.946881329,52,0.36507936500000016
345,Flowers_2,Object,Pixabay,5.95098039215686,1.04717867994461,102,3.45544554455446,1.79178543623531,101,5.590909091,1.167748416,44,6.224137931,0.859275571,58,3.127659574,1.568951759,47,3.711538462,1.963755291,52,0.6332288399999992
349,Flowers_6,Object,Pixabay,5.94444444444444,0.915426802387605,108,3.00961538461538,1.66339921185909,104,5.754385965,0.95020114,57,6.156862745,0.833607798,51,2.775510204,1.503680292,49,3.218181818,1.781498631,55,0.40247677999999976
355,Food_2,Object,Pixabay,5.34259259259259,1.29818015711166,108,2.96153846153846,1.90004127151433,104,5.350877193,1.141603322,57,5.333333333,1.465150732,51,3.040816327,1.914410088,49,2.890909091,1.901974873,55,0.017543859999999967
356,Food_3,Object,Pixabay,5.30392156862745,1.03205280091991,102,2.84158415841584,1.66572910923311,101,5.181818182,0.84282822,44,5.396551724,1.153783329,58,2.914893617,1.54398957,47,2.769230769,1.766966877,52,0.21473354200000028
362,Frustrated_pose_1,Person,Wikipedia,2.35294117647059,1.03068811796078,102,4.24752475247525,1.80779390746877,101,2.644444444,1.227628082,45,2.142857143,0.772918235,56,4.367346939,1.822245382,49,4.134615385,1.804448166,52,0.5015873009999998
364,Frustrated_pose_3,Person,Pixabay,2.35185185185185,0.88934308229947,108,3.55769230769231,1.78356533450965,104,2.456140351,0.92717265,57,2.235294118,0.838766601,51,3.265306122,1.617295971,49,3.818181818,1.896301557,55,0.22084623300000006
407,Graveyard_2,Scene,Wikipedia,3.27722772277228,1.14121699848178,101,3.57281553398058,1.79652137584666,103,3.396551724,1.168889939,58,3.11627907,1.095647283,43,3.530612245,1.768969107,49,3.603773585,1.853682641,53,0.280272654
409,Graveyard_4,Scene,Wikipedia,3.21296296296296,1.2828919282426,108,3.625,1.66160233813542,104,3.263157895,1.39548143,57,3.156862745,1.155379574,51,3.489795918,1.569533489,49,3.745454545,1.745026603,55,0.10629514999999978
414,Gun_4,Object,Pixabay,2.86274509803922,1.4558806370823,102,3.89108910891089,1.75442862550182,101,3.088888889,1.564117849,45,2.714285714,1.344541635,56,4,1.837117307,49,3.788461538,1.68425859,52,0.3746031750000003
417,Gun_7,Object,Pixabay,2.88118811881188,1.56388700814906,101,4.01941747572816,1.89416328739089,103,3.310344828,1.580660494,58,2.302325581,1.354619675,43,4.204081633,1.80253978,49,3.849056604,1.994186034,53,1.008019247
494,Miserable_pose_1,Person,Wikipedia,2.55882352941176,0.970592647490016,102,3.43564356435644,1.65780482315717,101,2.622222222,1.093137455,45,2.535714286,0.852041094,56,3.448979592,1.696334584,49,3.423076923,1.63714426,52,0.08650793599999984
497,Miserable_pose_4,Person,Wikipedia,2.58333333333333,0.977551776958906,108,3.96153846153846,1.60655862633941,104,2.807017544,1.042637392,57,2.333333333,0.840634681,51,3.836734694,1.637413341,49,4.072727273,1.585285877,55,0.4736842109999997
509,Mother_5,Person,Pixabay,5.93518518518519,1.01643640039117,108,3.50961538461538,1.62501795244866,104,5.789473684,1.064640149,57,6.098039216,0.943502029,51,3.510204082,1.659850006,49,3.509090909,1.60868853,55,0.30856553200000025
512,Mother_8,Person,Pixabay,5.93137254901961,1.24486910458723,102,3.97029702970297,1.79697215083904,101,5.822222222,1.230094026,45,6.017857143,1.271950134,56,3.693877551,1.793554218,49,4.230769231,1.778029143,52,0.1956349209999999
531,Nude_couple_5,Person,Wikipedia,5.68518518518519,1.35099927120873,108,5.34615384615385,1.29051228459248,104,5.684210526,1.283937787,57,5.68627451,1.435133389,51,5.204081633,1.224397672,49,5.472727273,1.345149661,55,0.002063983999999408
533,Nude_couple_7,Person,Wikipedia,5.69306930693069,1.06529408387943,101,4.21359223300971,1.71870040641117,103,5.534482759,1.142719398,58,5.906976744,0.921023072,43,4.428571429,1.732050808,49,4.037735849,1.709276322,53,0.3724939849999993
711,Scared_face_3,Person,Pixabay,3.0462962962963,1.29256868983048,108,4.11538461538461,1.73657229788467,104,3.192982456,1.394358487,57,2.882352941,1.160121697,51,4,1.707825128,49,4.218181818,1.771073216,55,0.310629515
713,Scared_face_5,Person,Flickr/Dee Teal,3.02970297029703,1.0045441308828,101,3.69902912621359,1.85681020737236,103,3.224137931,1.026715141,58,2.76744186,0.921624066,43,3.387755102,1.823644777,49,3.981132075,1.875864581,53,0.4566960710000001
728,Shark_3,Animal,Pixabay,3.81188118811881,1.22239822715127,101,4.33980582524272,1.64229274251657,103,3.775862069,1.257163382,58,3.860465116,1.186860511,43,4.448979592,1.646476345,49,4.226415094,1.659952611,53,0.08460304699999988
732,Shark_7,Animal,Wikipedia,3.81188118811881,1.1892255571348,101,4.28155339805825,1.65930221412706,103,3.724137931,1.166688272,58,3.930232558,1.222708719,43,4.510204082,1.621758934,49,4.037735849,1.675183849,53,0.20609462700000014
769,Snake_3,Animal,Wikipedia,2.91176470588235,1.3795030040373,102,4.57425742574257,1.96135939926096,101,3.088888889,1.534781924,45,2.785714286,1.246293205,56,4.387755102,1.987631825,49,4.75,1.939021382,52,0.303174603
771,Snake_5,Animal,Wikipedia,2.9009900990099,1.34539920094409,101,4.39805825242718,1.85419400504319,103,3.068965517,1.197395843,58,2.674418605,1.50745655,43,4.591836735,1.85874473,49,4.20754717,1.864222776,53,0.394546912
814,Sunset_5,Scene,Pixabay,5.87962962962963,1.12505528497673,108,3.53846153846154,1.88464967733352,104,5.807017544,1.201763533,57,5.960784314,1.038475504,51,3.571428571,1.71998062,49,3.509090909,2.035542764,55,0.15376676999999983
815,Sunset_6,Scene,Pixabay,5.81481481481481,1.04253598201557,108,3.32692307692308,1.85096305393573,104,5.719298246,1.030852386,57,5.921568627,1.055331934,51,3.346938776,1.738665921,49,3.309090909,1.961412258,55,0.20227038099999994
832,Thunderstorm_8,Scene,Pixabay,4.37254901960784,1.3637569585992,102,4.74257425742574,1.84202858472139,101,4.613636364,1.297867824,44,4.189655172,1.394939432,58,4.723404255,1.702965797,47,4.769230769,1.986378956,52,0.4239811920000003
834,Thunderstorm_10,Scene,Pixabay,4.36633663366337,1.18930881000039,101,4.40776699029126,1.68869884476524,103,4.293103448,1.076195715,58,4.465116279,1.33361016,43,4.489795918,1.515509389,49,4.320754717,1.858179267,53,0.17201283099999998
860,Wall_2,Object,Pixabay,4.02941176470588,0.496639845060589,102,1.69306930693069,1.23889123217033,101,4.022727273,0.263132857,44,4.034482759,0.620286217,58,1.680851064,1.181494687,47,1.634615385,1.172041058,52,0.011755486000000204
861,Wall_3,Object,Pixabay,4.05882352941176,0.462954981703891,102,1.81188118811881,1.30163644146227,101,4.045454545,0.301511345,44,4.068965517,0.557628719,58,1.936170213,1.325408146,47,1.692307692,1.291578477,52,0.02351097199999952
875,Wedding_2,Person,Pixabay,5.7843137254902,1.1657441508986,102,3.84158415841584,1.62931073320792,101,5.466666667,1.324592562,45,6.053571429,0.961431562,56,3.755102041,1.534744988,49,3.923076923,1.724632997,52,0.5869047619999996
876,Wedding_3,Person,Pixabay,5.7843137254902,1.29452350636156,102,4.10891089108911,1.63034346135414,101,5.244444444,1.50989999,45,6.232142857,0.894245674,56,3.755102041,1.57494196,49,4.442307692,1.625935164,52,0.9876984130000004
895,Yoga_1,Person,Pixabay,5.56481481481481,1.06141457497313,108,3.47115384615385,1.61880173093024,104,5.596491228,1.147351751,57,5.529411765,0.966497619,51,3.612244898,1.617821665,49,3.345454545,1.624102964,55,0.06707946299999978
897,Yoga_3,Person,Pixabay,5.49019607843137,0.95175812343737,102,3.64356435643564,1.47366318007774,101,5.295454545,0.878146713,44,5.637931034,0.985834331,58,4.063829787,1.22304423,47,3.230769231,1.591834367,52,0.34247648900000005
